seq,rei_id,risk_id,cause_id,acause,study_id,bundle_id,bundle_version_id,risk_type,risk_unit,ln_rr,ln_rr_se,ref_risk_lower,ref_risk_upper,alt_risk_lower,alt_risk_upper,cov_incidence,cov_age,cov_sex
44,102,drugs_alcohol,456,neo_pancreas,542871,9023,0,continuous,gday,0.0582689081239758,0.116119526393009,0.1,4.9,15,29.9,0,0,0
45,102,drugs_alcohol,456,neo_pancreas,542871,9023,0,continuous,gday,0.148420005118273,0.159758404522938,0.1,4.9,5,14.9,0,0,0
46,102,drugs_alcohol,456,neo_pancreas,542871,9023,0,continuous,gday,-0.0725706928348354,0.349542914124558,0.1,4.9,30,59.9,0,0,0
47,102,drugs_alcohol,456,neo_pancreas,542873,9023,0,continuous,gday,0.165514438477573,0.169207708523027,0,0,0,19,1,0,0
48,102,drugs_alcohol,456,neo_pancreas,542873,9023,0,continuous,gday,-0.0618754037180875,0.25519741048079,0,0,20,39,1,0,0
49,102,drugs_alcohol,456,neo_pancreas,542873,9023,0,continuous,gday,0.19062035960865,0.277817050421418,0,0,40,60,1,0,0
50,102,drugs_alcohol,456,neo_pancreas,542878,9023,0,continuous,gday,-0.0100503358535015,0.154943969082276,0,0,0,23,0,0,0
51,102,drugs_alcohol,456,neo_pancreas,542878,9023,0,continuous,gday,0.231111720963387,0.211271291929563,0,0,23,46,0,0,0
52,102,drugs_alcohol,456,neo_pancreas,542878,9023,0,continuous,gday,0.451075619360217,0.229632997434763,0,0,46,69,0,0,0
53,102,drugs_alcohol,456,neo_pancreas,542880,9023,0,continuous,gday,0.182321556793955,0.171154092799805,0,0,0.0333333333333333,4.96666666666667,0,0,1
54,102,drugs_alcohol,456,neo_pancreas,542880,9023,0,continuous,gday,0.157003748809665,0.17984225464463,0,0,5,7.63333333333333,0,0,1
55,102,drugs_alcohol,456,neo_pancreas,542880,9023,0,continuous,gday,0.148420005118273,0.205022718101982,0,0,10,14.9666666666667,0,0,1
56,102,drugs_alcohol,456,neo_pancreas,542880,9023,0,continuous,gday,-0.0304592074847086,0.228593883815468,0,0,15,22.5,0,0,1
57,102,drugs_alcohol,456,neo_pancreas,542880,9023,0,continuous,gday,-0.49429632181478,0.253635784016293,0,0,0.142857142857143,64.2857142857143,0,0,1
58,102,drugs_alcohol,456,neo_pancreas,542877,9023,0,continuous,gday,-0.0408219945202552,0.0319293732025526,0,0,1,30,0,0,0
59,102,drugs_alcohol,456,neo_pancreas,542877,9023,0,continuous,gday,0.0392207131532813,0.0536467879684594,0,0,30,45,0,0,0
60,102,drugs_alcohol,456,neo_pancreas,542877,9023,0,continuous,gday,0.198850858745165,0.0335040821584406,0,0,1,30,0,0,0
61,102,drugs_alcohol,456,neo_pancreas,542877,9023,0,continuous,gday,0.322083499169113,0.0573388385309214,0,0,30,45,0,0,0
62,102,drugs_alcohol,456,neo_pancreas,542877,9023,0,continuous,gday,0.53062825106217,0.0404821306787443,0,0,1,30,0,0,0
63,102,drugs_alcohol,456,neo_pancreas,542877,9023,0,continuous,gday,0.470003629245736,0.070156178497635,0,0,30,45,0,0,0
64,102,drugs_alcohol,456,neo_pancreas,528702,9023,0,continuous,gday,-0.0304592074847086,0.0393241530171577,0,0,1,9.9,0,0,1
65,102,drugs_alcohol,456,neo_pancreas,528702,9023,0,continuous,gday,0.0295588022415444,0.044694920669666,0,0,10,19.9,0,0,1
66,102,drugs_alcohol,456,neo_pancreas,528702,9023,0,continuous,gday,0.0392207131532813,0.0563751780492624,0,0,20,29.9,0,0,1
67,102,drugs_alcohol,456,neo_pancreas,528702,9023,0,continuous,gday,0.165514438477573,0.106953681183801,0,0,30,49.9,0,0,1
68,102,drugs_alcohol,456,neo_pancreas,528702,9023,0,continuous,gday,0.0861776962410524,0.0652891260554083,0,0,50,75,0,0,1
69,102,drugs_alcohol,456,neo_pancreas,543231,9023,0,continuous,gday,0.398776119957368,0.106924798982715,0,26,26,39,0,1,0
70,102,drugs_alcohol,456,neo_pancreas,543231,9023,0,continuous,gday,0.779324876800998,0.319270719705369,0,26,26,39,0,1,0
71,102,drugs_alcohol,456,neo_pancreas,346874,9023,0,continuous,gday,-0.186329578191493,0.204837256777335,0,0,0,4.28571428571429,0,0,0
72,102,drugs_alcohol,456,neo_pancreas,346874,9023,0,continuous,gday,-0.150822889734584,0.206372192878844,0,0,4.28571428571429,10,0,0,0
73,102,drugs_alcohol,456,neo_pancreas,346874,9023,0,continuous,gday,0.182321556793955,0.210078826128365,0,0,10,20,0,0,0
74,102,drugs_alcohol,456,neo_pancreas,346874,9023,0,continuous,gday,0.307484699747961,0.195336192192546,0,0,20,30,0,0,0
75,102,drugs_alcohol,456,neo_pancreas,542880,9023,0,continuous,gday,0.148420005118273,0.235835795015458,0,0,0.333333333333333,1,0,0,1
76,102,drugs_alcohol,456,neo_pancreas,542880,9023,0,continuous,gday,0.262364264467491,0.205890673446215,0,0,0.333333333333333,1,0,0,1
77,102,drugs_alcohol,456,neo_pancreas,542884,9023,0,continuous,gday,0.0769610411361284,0.0261262768949157,1.42857142857143,2.85714285714286,4.28571428571429,8.57142857142857,0,1,1
78,102,drugs_alcohol,456,neo_pancreas,542884,9023,0,continuous,gday,0.0769610411361284,0.0261262768949157,1.42857142857143,2.85714285714286,10,20,0,1,1
79,102,drugs_alcohol,456,neo_pancreas,542884,9023,0,continuous,gday,0.0769610411361284,0.0261262768949157,1.42857142857143,2.85714285714286,21.4285714285714,32.1428571428571,0,1,1
80,102,drugs_alcohol,456,neo_pancreas,528708,9023,0,continuous,gday,0.0861776962410524,0.161861850377152,1.42857142857143,5,0,1.42857142857143,0,1,1
81,102,drugs_alcohol,456,neo_pancreas,528708,9023,0,continuous,gday,0.0861776962410524,0.178474412006521,1.42857142857143,5,5,10,0,1,1
82,102,drugs_alcohol,456,neo_pancreas,528708,9023,0,continuous,gday,0.27002713721306,0.180948989746313,1.42857142857143,5,10,20,0,1,1
83,102,drugs_alcohol,456,neo_pancreas,528708,9023,0,continuous,gday,0.207014169384326,0.206177681210391,1.42857142857143,5,20,40,0,1,1
84,102,drugs_alcohol,456,neo_pancreas,528708,9023,0,continuous,gday,-0.083381608939051,0.309168615809978,1.42857142857143,5,40,60,0,1,1
85,102,drugs_alcohol,456,neo_pancreas,542867,9023,0,continuous,gday,0.0953101798043249,0.23081539603276,0,14,0,0,0,0,0
86,102,drugs_alcohol,456,neo_pancreas,542867,9023,0,continuous,gday,0,0.228919061731795,0,14,0,42,0,0,0
87,102,drugs_alcohol,456,neo_pancreas,542867,9023,0,continuous,gday,0,0.236165682609362,0,14,42,126,0,0,0
88,102,drugs_alcohol,456,neo_pancreas,542867,9023,0,continuous,gday,-0.0618754037180875,0.236328791336668,0,14,126,189,0,0,0
