seq,rei_id,risk_id,cause_id,acause,study_id,bundle_id,bundle_version_id,risk_type,risk_unit,ln_rr,ln_rr_se,ref_risk_lower,ref_risk_upper,alt_risk_lower,alt_risk_upper,cov_incidence,cov_age,cov_sex
45,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,0.104360015,0.064110824,0.1,4.9,15,29.9,0,1,0
46,102,drugs_alcohol,496,cvd_stroke_cerhem,309695,9023,0,continuous,gday,0.482426149,0.687978801,0,0,21,41,0,1,1
47,102,drugs_alcohol,496,cvd_stroke_cerhem,428841,9023,0,continuous,gday,-0.139262067,0.212282157,0,1.428571429,30.00000001,38.57142858,0,1,0
48,102,drugs_alcohol,496,cvd_stroke_cerhem,298315,9023,0,continuous,gday,-0.776528789,0.477500555,0,0,14.2857143,55.71428577,0,1,1
49,102,drugs_alcohol,496,cvd_stroke_cerhem,298315,9023,0,continuous,gday,0.553885113,0.540883555,0,0,57.1428572,85.7142858,0,1,1
50,102,drugs_alcohol,496,cvd_stroke_cerhem,309696,9023,0,continuous,gday,0.129272336,0.870023931,0,11,11,22,1,1,0
51,102,drugs_alcohol,496,cvd_stroke_cerhem,298330,9023,0,continuous,gday,0.476234179,0.596908387,0,0,46,69,1,1,1
52,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,0.058268908,0.052636845,0.1,4.9,5,14.9,0,1,0
53,102,drugs_alcohol,496,cvd_stroke_cerhem,432080,9023,0,continuous,gday,1.386294361,0.793317533,0,0,14.2857143,42.71428576,0,1,0
54,102,drugs_alcohol,496,cvd_stroke_cerhem,298282,9023,0,continuous,gday,0.693147181,0.764217417,0,0,70.0134804,105.0202206,1,1,1
55,102,drugs_alcohol,496,cvd_stroke_cerhem,155207,9023,0,continuous,gday,-0.371063681,0.293015997,0,0,15,29.9,0,1,1
56,102,drugs_alcohol,496,cvd_stroke_cerhem,428293,9023,0,continuous,gday,-0.020202707,0.105552018,0,0,11.42857143,24.17000001,0,1,0
57,102,drugs_alcohol,496,cvd_stroke_cerhem,298320,9023,0,continuous,gday,-0.446287103,0.375328463,0,0,24.1,60,0,1,1
58,102,drugs_alcohol,496,cvd_stroke_cerhem,298320,9023,0,continuous,gday,0.570979547,0.452971594,0,0,60,90,0,1,1
59,102,drugs_alcohol,496,cvd_stroke_cerhem,430002,9023,0,continuous,gday,0.657520003,0.406432418,0,1.42857143,42.8571429,64.28571435,0,1,0
60,102,drugs_alcohol,496,cvd_stroke_cerhem,429723,9023,0,continuous,gday,-0.104360015,0.175203559,0,0,0,6,0,1,0
61,102,drugs_alcohol,496,cvd_stroke_cerhem,309682,9023,0,continuous,gday,0.173953307,0.498823697,0,0,11.8386,30.78036,0,1,1
62,102,drugs_alcohol,496,cvd_stroke_cerhem,428293,9023,0,continuous,gday,-0.15082289,0.065618078,0,0,0,10,0,1,0
63,102,drugs_alcohol,496,cvd_stroke_cerhem,309734,9023,0,continuous,gday,0.19062036,0.063049003,0,0,60.00000006,99.85714296,1,1,1
64,102,drugs_alcohol,496,cvd_stroke_cerhem,309734,9023,0,continuous,gday,0.438254931,0.062450267,0,0,100.0000001,150.0000002,1,1,1
65,102,drugs_alcohol,496,cvd_stroke_cerhem,309695,9023,0,continuous,gday,0.405465108,0.652918291,0,0,42,69,0,1,1
66,102,drugs_alcohol,496,cvd_stroke_cerhem,428841,9023,0,continuous,gday,-0.051293294,0.103434977,0,1.428571429,40.00000001,60.00000002,0,1,0
67,102,drugs_alcohol,496,cvd_stroke_cerhem,429889,9023,0,continuous,gday,-0.597837001,0.337182612,0,0,27.00000001,40.50000001,1,1,1
68,102,drugs_alcohol,496,cvd_stroke_cerhem,324087,9023,0,continuous,gday,0.819779831,0.680415359,0,0.333333333,19.99999998,29.99999997,0,1,0
69,102,drugs_alcohol,496,cvd_stroke_cerhem,428293,9023,0,continuous,gday,-0.020202707,0.105552018,0,0,11.42857143,24.17000001,0,1,0
70,102,drugs_alcohol,496,cvd_stroke_cerhem,373187,9023,0,continuous,gday,-0.162518929,0.080283353,0,0,0.142857143,5.000000005,0,1,0
71,102,drugs_alcohol,496,cvd_stroke_cerhem,373187,9023,0,continuous,gday,-0.020202707,0.067385606,0,0,5.142857148,24.64483535,0,1,0
72,102,drugs_alcohol,496,cvd_stroke_cerhem,428293,9023,0,continuous,gday,-0.020202707,0.105552018,0,0,11.42857143,24.17000001,0,1,0
73,102,drugs_alcohol,496,cvd_stroke_cerhem,324091,9023,0,continuous,gday,0.039220713,0.316965936,0,0.930952381,0,5.585714286,0,1,0
74,102,drugs_alcohol,496,cvd_stroke_cerhem,324091,9023,0,continuous,gday,0.688134639,0.316498513,0,0.930952381,7.447619048,11.17142857,0,1,0
75,102,drugs_alcohol,496,cvd_stroke_cerhem,428293,9023,0,continuous,gday,-0.094310679,0.164955909,0,0,24.17000001,36.25500001,0,1,0
76,102,drugs_alcohol,496,cvd_stroke_cerhem,298314,9023,0,continuous,gday,0.019802627,0.488818413,0,0,0,10,0,1,0
77,102,drugs_alcohol,496,cvd_stroke_cerhem,431967,9023,0,continuous,gday,0.231111721,0.383693213,0,0,30,45,0,1,1
78,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,0.3074847,0.105722903,0.1,4.9,60,90,0,1,0
79,102,drugs_alcohol,496,cvd_stroke_cerhem,298315,9023,0,continuous,gday,-0.46203546,0.533638791,0,0,1.42857143,12.85714287,0,1,1
80,102,drugs_alcohol,496,cvd_stroke_cerhem,429723,9023,0,continuous,gday,0.104360015,0.162054388,0,6,6,12,0,1,0
81,102,drugs_alcohol,496,cvd_stroke_cerhem,429454,9023,0,continuous,gday,0.336472237,0.21020071,0,0,10,29.9,0,1,1
82,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,0.104360015,0.064110824,0.1,4.9,15,29.9,0,1,0
83,102,drugs_alcohol,496,cvd_stroke_cerhem,324092,9023,0,continuous,gday,-0.223143551,0.223333862,0,0,10,20,0,1,0
84,102,drugs_alcohol,496,cvd_stroke_cerhem,309688,9023,0,continuous,gday,0.182321557,0.151216325,0,0,1.142857143,8.000000001,1,1,1
85,102,drugs_alcohol,496,cvd_stroke_cerhem,309688,9023,0,continuous,gday,-0.15082289,0.172606602,0,0,9.142857144,16,1,1,1
86,102,drugs_alcohol,496,cvd_stroke_cerhem,428293,9023,0,continuous,gday,-0.15082289,0.065618078,0,0,0,10,0,1,0
87,102,drugs_alcohol,496,cvd_stroke_cerhem,428293,9023,0,continuous,gday,-0.020202707,0.105552018,0,0,11.42857143,24.17000001,0,1,0
88,102,drugs_alcohol,496,cvd_stroke_cerhem,429803,9023,0,continuous,gday,-0.46203546,0.196785555,0,0,0,15,1,1,1
89,102,drugs_alcohol,496,cvd_stroke_cerhem,309688,9023,0,continuous,gday,-0.186329578,0.12715346,0,0,9.142857144,16,0,1,1
90,102,drugs_alcohol,496,cvd_stroke_cerhem,155207,9023,0,continuous,gday,0.336472237,0.248724064,0,0,30,45,0,1,1
91,102,drugs_alcohol,496,cvd_stroke_cerhem,298320,9023,0,continuous,gday,-0.186329578,0.301529056,0,0,0,24,0,1,1
92,102,drugs_alcohol,496,cvd_stroke_cerhem,428293,9023,0,continuous,gday,-0.094310679,0.164955909,0,0,24.17000001,36.25500001,0,1,0
93,102,drugs_alcohol,496,cvd_stroke_cerhem,429723,9023,0,continuous,gday,0.165514438,0.221912677,0,6,12,24,0,1,0
94,102,drugs_alcohol,496,cvd_stroke_cerhem,429889,9023,0,continuous,gday,-0.446287103,0.264092519,0,0,1.285714286,9.000000002,1,1,1
95,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,0.113328685,0.072729956,0.1,4.9,30,59.9,0,1,0
96,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,0.3074847,0.105722903,0.1,4.9,60,90,0,1,0
97,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,-0.2390169,0.062333102,0,0.1,0.1,4.9,0,1,0
98,102,drugs_alcohol,496,cvd_stroke_cerhem,429434,9023,0,continuous,gday,-0.186329578,0.052117465,0,0,0,4.9,0,1,1
99,102,drugs_alcohol,496,cvd_stroke_cerhem,432168,9023,0,continuous,gday,0.21511138,0.364060295,0.142857143,30.00000003,30.00000003,45.00000005,0,1,1
100,102,drugs_alcohol,496,cvd_stroke_cerhem,429434,9023,0,continuous,gday,-0.235722334,0.064110824,0,0,5,14.9,0,1,1
101,102,drugs_alcohol,496,cvd_stroke_cerhem,428841,9023,0,continuous,gday,-0.174353387,0.048738581,0,1.428571429,1.428571429,8.571428574,0,1,0
102,102,drugs_alcohol,496,cvd_stroke_cerhem,324091,9023,0,continuous,gday,0.039220713,0.316965936,0,0.930952381,0,5.585714286,0,1,0
103,102,drugs_alcohol,496,cvd_stroke_cerhem,428293,9023,0,continuous,gday,-0.020202707,0.105552018,0,0,11.42857143,24.17000001,0,1,0
104,102,drugs_alcohol,496,cvd_stroke_cerhem,428293,9023,0,continuous,gday,-0.094310679,0.164955909,0,0,24.17000001,36.25500001,0,1,0
105,102,drugs_alcohol,496,cvd_stroke_cerhem,428293,9023,0,continuous,gday,-0.094310679,0.164955909,0,0,24.17000001,36.25500001,0,1,0
106,102,drugs_alcohol,496,cvd_stroke_cerhem,429889,9023,0,continuous,gday,-0.478035801,0.339299654,0,0,14.14285715,27.00000001,1,1,1
107,102,drugs_alcohol,496,cvd_stroke_cerhem,298330,9023,0,continuous,gday,-0.653926467,0.578227827,0,0,23,45.9,1,1,1
108,102,drugs_alcohol,496,cvd_stroke_cerhem,430002,9023,0,continuous,gday,0.385262401,0.35278323,0,1.42857143,14.2857143,42.8571429,0,1,0
109,102,drugs_alcohol,496,cvd_stroke_cerhem,324091,9023,0,continuous,gday,0.039220713,0.316965936,0,0.930952381,0,5.585714286,0,1,0
110,102,drugs_alcohol,496,cvd_stroke_cerhem,324091,9023,0,continuous,gday,0.688134639,0.316498513,0,0.930952381,7.447619048,11.17142857,0,1,0
111,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,0.104360015,0.064110824,0.1,4.9,15,29.9,0,1,0
112,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,0.113328685,0.072729956,0.1,4.9,30,59.9,0,1,0
113,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,0.3074847,0.105722903,0.1,4.9,60,90,0,1,0
114,102,drugs_alcohol,496,cvd_stroke_cerhem,430713,9023,0,continuous,gday,-0.261364764,0.263053829,0,0,7.8924,11.8386,0,1,0
115,102,drugs_alcohol,496,cvd_stroke_cerhem,430713,9023,0,continuous,gday,-0.116533816,0.275304644,0,0,0.78924,22.88796,0,1,0
116,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,0.113328685,0.072729956,0.1,4.9,30,59.9,0,1,0
117,102,drugs_alcohol,496,cvd_stroke_cerhem,428293,9023,0,continuous,gday,-0.020202707,0.105552018,0,0,11.42857143,24.17000001,0,1,0
118,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,-0.2390169,0.062333102,0,0.1,0.1,4.9,0,1,0
119,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,-0.2390169,0.062333102,0,0.1,0.1,4.9,0,1,0
120,102,drugs_alcohol,496,cvd_stroke_cerhem,428293,9023,0,continuous,gday,-0.15082289,0.065618078,0,0,0,10,0,1,0
121,102,drugs_alcohol,496,cvd_stroke_cerhem,428293,9023,0,continuous,gday,-0.020202707,0.105552018,0,0,11.42857143,24.17000001,0,1,0
122,102,drugs_alcohol,496,cvd_stroke_cerhem,428293,9023,0,continuous,gday,-0.094310679,0.164955909,0,0,24.17000001,36.25500001,0,1,0
123,102,drugs_alcohol,496,cvd_stroke_cerhem,431680,9023,0,continuous,gday,-0.051293294,0.14275913,0,0,1.428571429,4.285714287,0,1,1
124,102,drugs_alcohol,496,cvd_stroke_cerhem,431680,9023,0,continuous,gday,-0.198450939,0.132730706,0,0,5.714285716,15,0,1,1
125,102,drugs_alcohol,496,cvd_stroke_cerhem,298282,9023,0,continuous,gday,-1.203972804,0.457081497,0,0,0.77792756,22.55989924,1,1,1
126,102,drugs_alcohol,496,cvd_stroke_cerhem,324092,9023,0,continuous,gday,0.336472237,0.434884717,0,0,60,90,0,1,0
127,102,drugs_alcohol,496,cvd_stroke_cerhem,324092,9023,0,continuous,gday,0,0.194423483,0,0,0,0.333333333,0,1,0
128,102,drugs_alcohol,496,cvd_stroke_cerhem,324092,9023,0,continuous,gday,-0.356674944,0.17682326,0,0,0.333333333,9.666666657,0,1,0
129,102,drugs_alcohol,496,cvd_stroke_cerhem,429803,9023,0,continuous,gday,-0.328504067,0.278225541,0,0,0,15,1,1,1
130,102,drugs_alcohol,496,cvd_stroke_cerhem,428293,9023,0,continuous,gday,-0.094310679,0.164955909,0,0,24.17000001,36.25500001,0,1,0
131,102,drugs_alcohol,496,cvd_stroke_cerhem,428293,9023,0,continuous,gday,-0.15082289,0.065618078,0,0,0,10,0,1,0
132,102,drugs_alcohol,496,cvd_stroke_cerhem,428293,9023,0,continuous,gday,-0.020202707,0.105552018,0,0,11.42857143,24.17000001,0,1,0
133,102,drugs_alcohol,496,cvd_stroke_cerhem,298283,9023,0,continuous,gday,0.470003629,0.345547363,0,0,42.61896,63.92844,1,1,1
134,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,0.104360015,0.064110824,0.1,4.9,15,29.9,0,1,0
135,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,0.113328685,0.072729956,0.1,4.9,30,59.9,0,1,0
136,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,0.3074847,0.105722903,0.1,4.9,60,90,0,1,0
137,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,-0.2390169,0.062333102,0,0.1,0.1,4.9,0,1,0
138,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,-0.2390169,0.062333102,0,0.1,0.1,4.9,0,1,0
139,102,drugs_alcohol,496,cvd_stroke_cerhem,428293,9023,0,continuous,gday,-0.020202707,0.105552018,0,0,11.42857143,24.17000001,0,1,0
140,102,drugs_alcohol,496,cvd_stroke_cerhem,309734,9023,0,continuous,gday,0.131028262,0.051416561,0,0,40.00000004,59.85714292,1,1,1
141,102,drugs_alcohol,496,cvd_stroke_cerhem,431872,9023,0,continuous,gday,0.058268908,0.283031112,0,1.714285714,12,24,0,1,1
142,102,drugs_alcohol,496,cvd_stroke_cerhem,298330,9023,0,continuous,gday,0.148420005,0.214222106,0,0,0.1,22.9,1,1,1
143,102,drugs_alcohol,496,cvd_stroke_cerhem,428293,9023,0,continuous,gday,-0.15082289,0.065618078,0,0,0,10,0,1,0
144,102,drugs_alcohol,496,cvd_stroke_cerhem,428293,9023,0,continuous,gday,-0.020202707,0.105552018,0,0,11.42857143,24.17000001,0,1,0
145,102,drugs_alcohol,496,cvd_stroke_cerhem,298330,9023,0,continuous,gday,-0.174353387,0.217469189,0,0,0.1,22.9,1,1,1
146,102,drugs_alcohol,496,cvd_stroke_cerhem,430002,9023,0,continuous,gday,-0.051293294,0.281799644,0,1.42857143,1.42857143,14.2857143,0,1,0
147,102,drugs_alcohol,496,cvd_stroke_cerhem,428293,9023,0,continuous,gday,-0.15082289,0.065618078,0,0,0,10,0,1,0
148,102,drugs_alcohol,496,cvd_stroke_cerhem,429454,9023,0,continuous,gday,-0.15082289,0.210327343,0,0,0.1,9.9,0,1,1
149,102,drugs_alcohol,496,cvd_stroke_cerhem,432321,9023,0,continuous,gday,1.156881197,0.471831388,0,30,30,45,1,1,0
150,102,drugs_alcohol,496,cvd_stroke_cerhem,429454,9023,0,continuous,gday,-0.094310679,0.277029054,0,0,30,45,0,1,1
151,102,drugs_alcohol,496,cvd_stroke_cerhem,129944,9023,0,continuous,gday,0.300104592,0.107306099,0,0,40,40,1,1,1
152,102,drugs_alcohol,496,cvd_stroke_cerhem,430713,9023,0,continuous,gday,0.173953307,0.339679553,0,0,0.78924,7.10316,0,1,0
153,102,drugs_alcohol,496,cvd_stroke_cerhem,428293,9023,0,continuous,gday,-0.020202707,0.105552018,0,0,11.42857143,24.17000001,0,1,0
154,102,drugs_alcohol,496,cvd_stroke_cerhem,428293,9023,0,continuous,gday,-0.094310679,0.164955909,0,0,24.17000001,36.25500001,0,1,0
155,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,0.058268908,0.052636845,0.1,4.9,5,14.9,0,1,0
156,102,drugs_alcohol,496,cvd_stroke_cerhem,428293,9023,0,continuous,gday,-0.15082289,0.065618078,0,0,0,10,0,1,0
157,102,drugs_alcohol,496,cvd_stroke_cerhem,428293,9023,0,continuous,gday,-0.094310679,0.164955909,0,0,24.17000001,36.25500001,0,1,0
158,102,drugs_alcohol,496,cvd_stroke_cerhem,429723,9023,0,continuous,gday,0.751416089,0.302885984,0,6,24,36,0,1,0
159,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,-0.2390169,0.062333102,0,0.1,0.1,4.9,0,1,0
160,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,-0.2390169,0.062333102,0,0.1,0.1,4.9,0,1,0
161,102,drugs_alcohol,496,cvd_stroke_cerhem,431680,9023,0,continuous,gday,-0.261364764,0.153402967,0,0,0,1.428571429,0,1,1
162,102,drugs_alcohol,496,cvd_stroke_cerhem,428293,9023,0,continuous,gday,-0.15082289,0.065618078,0,0,0,10,0,1,0
163,102,drugs_alcohol,496,cvd_stroke_cerhem,298331,9023,0,continuous,gday,-0.385662481,0.256358879,0,0,0.142857143,21.28571431,1,1,1
164,102,drugs_alcohol,496,cvd_stroke_cerhem,432080,9023,0,continuous,gday,2.079441542,1.058241724,0,0,42.8571429,64.28571435,0,1,0
165,102,drugs_alcohol,496,cvd_stroke_cerhem,432083,9023,0,continuous,gday,0.470003629,0.188162996,0,25.71428574,43.00000004,61.42857149,0,1,1
166,102,drugs_alcohol,496,cvd_stroke_cerhem,432083,9023,0,continuous,gday,-0.587786665,0.255944416,0,0,0,25.71428574,0,1,1
167,102,drugs_alcohol,496,cvd_stroke_cerhem,432083,9023,0,continuous,gday,-0.78845736,0.185188011,0,0,0,17.14285716,0,1,1
168,102,drugs_alcohol,496,cvd_stroke_cerhem,428518,9023,0,continuous,gday,0.21511138,0.157918165,0,0,0.142857143,14.2857143,0,1,1
169,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,0.104360015,0.064110824,0.1,4.9,15,29.9,0,1,0
170,102,drugs_alcohol,496,cvd_stroke_cerhem,309688,9023,0,continuous,gday,0.438254931,0.148966298,0,0,40.00000001,60.00000001,0,1,1
171,102,drugs_alcohol,496,cvd_stroke_cerhem,429889,9023,0,continuous,gday,-0.579818495,0.267037556,0,0,1.285714286,12.85714286,1,1,1
172,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,0.058268908,0.052636845,0.1,4.9,5,14.9,0,1,0
173,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,0.104360015,0.064110824,0.1,4.9,15,29.9,0,1,0
174,102,drugs_alcohol,496,cvd_stroke_cerhem,155207,9023,0,continuous,gday,0.254642218,0.25627126,0,0,15,29.9,0,1,1
175,102,drugs_alcohol,496,cvd_stroke_cerhem,155207,9023,0,continuous,gday,-0.010050336,0.275821568,0,0,30,45,0,1,1
176,102,drugs_alcohol,496,cvd_stroke_cerhem,309682,9023,0,continuous,gday,0.157003749,0.252447334,0,0,0.78924,11.04936,0,1,1
177,102,drugs_alcohol,496,cvd_stroke_cerhem,309682,9023,0,continuous,gday,0.2390169,0.29423993,0,0,0.78924,11.04936,0,1,1
178,102,drugs_alcohol,496,cvd_stroke_cerhem,309734,9023,0,continuous,gday,-0.010050336,0.061520933,0,0,0,20.00000002,1,1,1
179,102,drugs_alcohol,496,cvd_stroke_cerhem,428293,9023,0,continuous,gday,-0.020202707,0.105552018,0,0,11.42857143,24.17000001,0,1,0
180,102,drugs_alcohol,496,cvd_stroke_cerhem,429908,9023,0,continuous,gday,0.609765572,0.416718231,0,0,0,60,0,1,1
181,102,drugs_alcohol,496,cvd_stroke_cerhem,432168,9023,0,continuous,gday,0.094310679,0.280258237,0,0,0.142857143,30.00000003,0,1,1
182,102,drugs_alcohol,496,cvd_stroke_cerhem,429434,9023,0,continuous,gday,-0.139262067,0.096248528,0,0,15,29.9,0,1,1
183,102,drugs_alcohol,496,cvd_stroke_cerhem,429434,9023,0,continuous,gday,0.058268908,0.105404886,0,0,30,45,0,1,1
184,102,drugs_alcohol,496,cvd_stroke_cerhem,428293,9023,0,continuous,gday,-0.094310679,0.164955909,0,0,24.17000001,36.25500001,0,1,0
