seq,rei_id,risk_id,cause_id,acause,study_id,bundle_id,bundle_version_id,risk_type,risk_unit,ln_rr,ln_rr_se,ref_risk_lower,ref_risk_upper,alt_risk_lower,alt_risk_upper,cov_incidence,cov_age,cov_sex
42,102,drugs_alcohol,438,neo_prostate,543809,9023,0,continuous,gday,0.0769610411361284,0.191882834730648,0,1.80285714285714,27.0428571428571,40.5642857142857,0,0,1
43,102,drugs_alcohol,438,neo_prostate,543809,9023,0,continuous,gday,-0.3147107448397,0.211550855837889,0,1.80285714285714,1.80285714285714,12.62,0,0,1
44,102,drugs_alcohol,438,neo_prostate,543809,9023,0,continuous,gday,-0.579818495252942,0.285518259150726,0,1.80285714285714,14.4228571428571,25.24,0,0,1
45,102,drugs_alcohol,438,neo_prostate,543809,9023,0,continuous,gday,-0.462035459596559,0.359744867850369,0,1.80285714285714,27.0428571428571,40.5642857142857,0,0,1
46,102,drugs_alcohol,438,neo_prostate,543809,9023,0,continuous,gday,0.148420005118273,0.217104645409631,0,1.80285714285714,1.80285714285714,12.62,0,0,1
47,102,drugs_alcohol,438,neo_prostate,543809,9023,0,continuous,gday,0.198850858745165,0.277851596029273,0,1.80285714285714,14.4228571428571,25.24,0,0,1
48,102,drugs_alcohol,438,neo_prostate,543809,9023,0,continuous,gday,0.350656871613169,0.274035927434681,0,1.80285714285714,27.0428571428571,40.5642857142857,0,0,1
49,102,drugs_alcohol,438,neo_prostate,543809,9023,0,continuous,gday,0.131028262406404,0.190955602027993,0,1.80285714285714,1.80285714285714,12.62,0,0,1
50,102,drugs_alcohol,438,neo_prostate,543809,9023,0,continuous,gday,0.157003748809665,0.246194106133568,0,1.80285714285714,14.4228571428571,25.24,0,0,1
51,102,drugs_alcohol,438,neo_prostate,543809,9023,0,continuous,gday,0.148420005118273,0.252447334440131,0,1.80285714285714,27.0428571428571,40.5642857142857,0,0,1
52,102,drugs_alcohol,438,neo_prostate,543815,9023,0,continuous,gday,-0.105360515657826,0.200756616269796,0,1.71428571428571,1.71428571428571,10.2857142857143,0,0,1
53,102,drugs_alcohol,438,neo_prostate,543815,9023,0,continuous,gday,-0.150822889734584,0.208357432787531,0,1.71428571428571,12,22.2857142857143,0,0,1
54,102,drugs_alcohol,438,neo_prostate,543815,9023,0,continuous,gday,-0.0943106794712413,0.231982216589179,0,1.71428571428571,24,34.2857142857143,0,0,1
55,102,drugs_alcohol,438,neo_prostate,543815,9023,0,continuous,gday,-0.0725706928348354,0.232881413998219,0,1.71428571428571,36,70.2857142857143,0,0,1
56,102,drugs_alcohol,438,neo_prostate,543815,9023,0,continuous,gday,-0.415515443961666,0.417512876520149,0,1.71428571428571,70.2857142857143,105.428571428571,0,0,1
57,102,drugs_alcohol,438,neo_prostate,543815,9023,0,continuous,gday,0.0295588022415444,0.176823260346925,0,1.71428571428571,1.71428571428571,10.2857142857143,0,0,1
58,102,drugs_alcohol,438,neo_prostate,543815,9023,0,continuous,gday,-0.0202027073175195,0.228014764291351,0,0,22.2857142857143,33.4285714285714,0,0,1
59,102,drugs_alcohol,438,neo_prostate,543815,9023,0,continuous,gday,0.139761942375159,0.154899171112046,0,0,1.71428571428571,22.2857142857143,0,0,1
60,102,drugs_alcohol,438,neo_prostate,543815,9023,0,continuous,gday,-0.083381608939051,0.400662775285162,0,0,22.2857142857143,33.4285714285714,0,0,1
61,102,drugs_alcohol,438,neo_prostate,543815,9023,0,continuous,gday,-0.0512932943875506,0.155948255691917,0,0,1.71428571428571,22.2857142857143,0,0,1
62,102,drugs_alcohol,438,neo_prostate,543815,9023,0,continuous,gday,0.0198026272961797,0.344913568744298,0,0,22.2857142857143,33.4285714285714,0,0,1
63,102,drugs_alcohol,438,neo_prostate,165571,9023,0,continuous,gday,0.336472236621213,0.29067201101744,0,0,0.142857142857143,3.14285714285714,0,0,1
64,102,drugs_alcohol,438,neo_prostate,165571,9023,0,continuous,gday,0.741937344729377,0.27307178869934,0,0,3.14285714285714,13.1428571428571,0,0,1
65,102,drugs_alcohol,438,neo_prostate,165571,9023,0,continuous,gday,0.405465108108164,0.310304929674616,0,0,13.1428571428571,19.7142857142857,0,0,1
66,102,drugs_alcohol,438,neo_prostate,543825,9023,0,continuous,gday,0.262056524812808,0.32097779825996,0,0,1,12,0,0,1
67,102,drugs_alcohol,438,neo_prostate,543825,9023,0,continuous,gday,-0.284354282359106,0.296540211172241,0,0,12,24,0,0,1
68,102,drugs_alcohol,438,neo_prostate,543825,9023,0,continuous,gday,-0.554603371111886,0.299439007897097,0,0,24,36,0,0,1
69,102,drugs_alcohol,438,neo_prostate,543825,9023,0,continuous,gday,-0.445506157645348,0.316399627216303,0,0,36,48,0,0,1
70,102,drugs_alcohol,438,neo_prostate,543825,9023,0,continuous,gday,-0.355818168218751,0.252039920754266,0,0,48,72,0,0,1
71,102,drugs_alcohol,438,neo_prostate,543827,9023,0,continuous,gday,0.0953101798043249,0.160359351893463,0,0,1,4,0,0,1
72,102,drugs_alcohol,438,neo_prostate,543827,9023,0,continuous,gday,-0.105360515657826,0.157918165409751,0,0,5,14,0,0,1
73,102,drugs_alcohol,438,neo_prostate,543827,9023,0,continuous,gday,0.0953101798043249,0.142759129575363,0,0,15,29,0,0,1
74,102,drugs_alcohol,438,neo_prostate,543827,9023,0,continuous,gday,0.0953101798043249,0.176823260346925,0,0,30,45,0,0,1
75,102,drugs_alcohol,438,neo_prostate,543827,9023,0,continuous,gday,-0.105360515657826,0.157918165409751,0,0,1,4,0,0,1
76,102,drugs_alcohol,438,neo_prostate,543827,9023,0,continuous,gday,0.0953101798043249,0.210887391118487,0,0,5,14,0,0,1
77,102,drugs_alcohol,438,neo_prostate,543827,9023,0,continuous,gday,0,0.35364652069385,0,0,15,29,0,0,1
78,102,drugs_alcohol,438,neo_prostate,543827,9023,0,continuous,gday,-0.693147180559945,0.477500555332039,0,0,30,45,0,0,1
79,102,drugs_alcohol,438,neo_prostate,543827,9023,0,continuous,gday,0.0953101798043249,0.142759129575363,0,0,1,4,0,0,1
80,102,drugs_alcohol,438,neo_prostate,543827,9023,0,continuous,gday,-0.105360515657826,0.216147413364083,0,0,5,14,0,0,1
81,102,drugs_alcohol,438,neo_prostate,543827,9023,0,continuous,gday,0.0953101798043249,0.240934083887972,0,0,15,29,0,0,1
82,102,drugs_alcohol,438,neo_prostate,543827,9023,0,continuous,gday,0.832909122935104,0.425435413407672,0,0,30,45,0,0,1
83,102,drugs_alcohol,438,neo_prostate,543827,9023,0,continuous,gday,0,0.176823260346925,0,0,1,4,0,0,1
84,102,drugs_alcohol,438,neo_prostate,543827,9023,0,continuous,gday,0,0.176823260346925,0,0,5,14,0,0,1
85,102,drugs_alcohol,438,neo_prostate,543827,9023,0,continuous,gday,0.0953101798043249,0.210887391118487,0,0,15,29,0,0,1
86,102,drugs_alcohol,438,neo_prostate,543827,9023,0,continuous,gday,0.0953101798043249,0.307135919470902,0,0,30,45,0,0,1
87,102,drugs_alcohol,438,neo_prostate,543831,9023,0,continuous,gday,-0.22314355131421,0.154233107963903,0,0,1,10,0,0,1
88,102,drugs_alcohol,438,neo_prostate,543831,9023,0,continuous,gday,-0.22314355131421,0.188162995696627,0,0,10,20,0,0,1
89,102,drugs_alcohol,438,neo_prostate,543831,9023,0,continuous,gday,-0.287682072451781,0.210248837491416,0,0,20,30,0,0,1
90,102,drugs_alcohol,438,neo_prostate,543831,9023,0,continuous,gday,-0.116533816255952,0.170773126005773,0,0,30,45,0,0,1
91,102,drugs_alcohol,438,neo_prostate,543831,9023,0,continuous,gday,-0.186329578191493,0.13110860997506,0,0,1,9,0,0,1
92,102,drugs_alcohol,438,neo_prostate,543831,9023,0,continuous,gday,-0.385662480811985,0.166192470448821,0,0,10,15,0,0,1
93,102,drugs_alcohol,438,neo_prostate,543831,9023,0,continuous,gday,-0.261364764134408,0.12774879793686,0,0,1,9,0,0,1
94,102,drugs_alcohol,438,neo_prostate,543831,9023,0,continuous,gday,0.113328685307003,0.168724102613614,0,0,10,15,0,0,1
95,102,drugs_alcohol,438,neo_prostate,543831,9023,0,continuous,gday,-0.0725706928348354,0.126793954498381,0,0,1,15,0,0,1
96,102,drugs_alcohol,438,neo_prostate,543831,9023,0,continuous,gday,-0.150822889734584,0.160089259712789,0,0,16,24,0,0,1
97,102,drugs_alcohol,438,neo_prostate,543835,9023,0,continuous,gday,-0.105360515657826,0.36911198544294,0,0,0.142857142857143,3.48571428571429,0,0,1
98,102,drugs_alcohol,438,neo_prostate,543835,9023,0,continuous,gday,0.0953101798043249,0.319582389922288,0,0,3.48571428571429,6.92857142857143,0,0,1
99,102,drugs_alcohol,438,neo_prostate,543835,9023,0,continuous,gday,0.336472236621213,0.300677294985114,0,0,6.94285714285714,13.7142857142857,0,0,1
100,102,drugs_alcohol,438,neo_prostate,543835,9023,0,continuous,gday,0.405465108108164,0.319582389922288,0,0,13.7142857142857,20.5714285714286,0,0,1
101,102,drugs_alcohol,438,neo_prostate,543839,9023,0,continuous,gday,0.336472236621213,0.28025823690513,0,0,0.7,31.5,0,0,1
102,102,drugs_alcohol,438,neo_prostate,543839,9023,0,continuous,gday,-0.105360515657826,0.312187610107683,0,0,32.2,84,0,0,1
103,102,drugs_alcohol,438,neo_prostate,543839,9023,0,continuous,gday,0.587786664902119,0.315500670191053,0,0,84.7,127.05,0,0,1
104,102,drugs_alcohol,438,neo_prostate,543839,9023,0,continuous,gday,0.182321556793955,0.439481274933955,0,0,0.7,21,0,0,1
105,102,drugs_alcohol,438,neo_prostate,543839,9023,0,continuous,gday,1.16315080980568,0.48712819002154,0,0,21.7,32.55,0,0,1
106,102,drugs_alcohol,438,neo_prostate,543839,9023,0,continuous,gday,0.182321556793955,0.254726742375288,0,0,0.7,42,0,0,1
107,102,drugs_alcohol,438,neo_prostate,543839,9023,0,continuous,gday,0.470003629245736,0.328534257221081,0,0,42.7,64.05,0,0,1
108,102,drugs_alcohol,438,neo_prostate,543839,9023,0,continuous,gday,-0.22314355131421,0.337182612240388,0,0,0.7,32.2,0,0,1
109,102,drugs_alcohol,438,neo_prostate,543839,9023,0,continuous,gday,0.587786664902119,0.34646007248806,0,0,32.9,49.35,0,0,1
110,102,drugs_alcohol,438,neo_prostate,543852,9023,0,continuous,gday,-0.0110609473594249,0.202037907232646,0,0,1,28,0,1,1
111,102,drugs_alcohol,438,neo_prostate,543852,9023,0,continuous,gday,0.561955904867597,0.28202993175121,0,0,28,42,0,1,1
112,102,drugs_alcohol,438,neo_prostate,543770,9023,0,continuous,gday,-0.116533816255952,0.0940723829739124,0,0,1,2,0,0,1
113,102,drugs_alcohol,438,neo_prostate,543770,9023,0,continuous,gday,-0.0100503358535015,0.0875850323982546,0,0,2,14,0,0,1
114,102,drugs_alcohol,438,neo_prostate,543770,9023,0,continuous,gday,-0.127833371509885,0.095585063633013,0,0,14,21,0,0,1
115,102,drugs_alcohol,438,neo_prostate,543770,9023,0,continuous,gday,0,0.0815108873233264,0,0,1,2,0,0,1
116,102,drugs_alcohol,438,neo_prostate,543770,9023,0,continuous,gday,-0.0408219945202552,0.0787110231927915,0,0,2,14,0,0,1
117,102,drugs_alcohol,438,neo_prostate,543770,9023,0,continuous,gday,-0.0408219945202552,0.105606070861243,0,0,14,21,0,0,1
118,102,drugs_alcohol,438,neo_prostate,543770,9023,0,continuous,gday,-0.0618754037180875,0.0890436272520595,0,0,1,2,0,0,1
119,102,drugs_alcohol,438,neo_prostate,543770,9023,0,continuous,gday,-0.0512932943875506,0.0935588254917025,0,0,2,14,0,0,1
120,102,drugs_alcohol,438,neo_prostate,543770,9023,0,continuous,gday,0.0953101798043249,0.155483967161485,0,0,14,21,0,0,1
121,102,drugs_alcohol,438,neo_prostate,543770,9023,0,continuous,gday,0.0953101798043249,0.0854425911485527,0,0,1,2,0,0,1
122,102,drugs_alcohol,438,neo_prostate,543770,9023,0,continuous,gday,0.122217632724249,0.0850743899191518,0,0,2,14,0,0,1
123,102,drugs_alcohol,438,neo_prostate,543770,9023,0,continuous,gday,0.048790164169432,0.123374969632016,0,0,14,21,0,0,1
124,102,drugs_alcohol,438,neo_prostate,543805,9023,0,continuous,gday,0.231111720963387,0.0909885061068195,0,0.5,0.5,8,0,0,1
125,102,drugs_alcohol,438,neo_prostate,543805,9023,0,continuous,gday,0.182321556793955,0.0991037682586088,0,0.5,10,28,0,0,1
126,102,drugs_alcohol,438,neo_prostate,543805,9023,0,continuous,gday,0.0769610411361284,0.11313584277995,0,0.5,28,42,0,0,1
127,102,drugs_alcohol,438,neo_prostate,543823,9023,0,continuous,gday,-0.0304592074847086,0.18981307933347,0,0,1,2,0,1,1
128,102,drugs_alcohol,438,neo_prostate,543823,9023,0,continuous,gday,-0.127833371509885,0.162476393427824,0,0,4,14,0,1,1
129,102,drugs_alcohol,438,neo_prostate,543823,9023,0,continuous,gday,-0.0408219945202552,0.229530977021159,0,0,16,28,0,1,1
130,102,drugs_alcohol,438,neo_prostate,543823,9023,0,continuous,gday,-0.162518929497775,0.370207629392655,0,0,30,42,0,1,1
131,102,drugs_alcohol,438,neo_prostate,543823,9023,0,continuous,gday,0.350656871613169,0.267811766453744,0,0,44,66,0,1,1
132,102,drugs_alcohol,438,neo_prostate,543833,9023,0,continuous,gday,0.182321556793955,0.146776567577439,0,0,2,14,0,0,1
133,102,drugs_alcohol,438,neo_prostate,543833,9023,0,continuous,gday,0.0953101798043249,0.160359351893463,0,0,16,42,0,0,1
134,102,drugs_alcohol,438,neo_prostate,543833,9023,0,continuous,gday,0.336472236621213,0.163738236268468,0,0,44,112,0,0,1
135,102,drugs_alcohol,438,neo_prostate,543833,9023,0,continuous,gday,0.262364264467491,0.233747635682182,0,0,114,171,0,0,1
136,102,drugs_alcohol,438,neo_prostate,543837,9023,0,continuous,gday,0.0953101798043249,0.160359351893463,0,0,2,14,0,0,1
137,102,drugs_alcohol,438,neo_prostate,543837,9023,0,continuous,gday,0.0953101798043249,0.160359351893463,0,0,16,42,0,0,1
138,102,drugs_alcohol,438,neo_prostate,543837,9023,0,continuous,gday,0.182321556793955,0.16224203232653,0,0,44,112,0,0,1
139,102,drugs_alcohol,438,neo_prostate,543837,9023,0,continuous,gday,0.53062825106217,0.219439098271202,0,0,114,171,0,0,1
140,102,drugs_alcohol,438,neo_prostate,543837,9023,0,continuous,gday,0.182321556793955,0.130312659123977,0,0,2,14,0,0,1
141,102,drugs_alcohol,438,neo_prostate,543837,9023,0,continuous,gday,0.182321556793955,0.146776567577439,0,0,16,28,0,0,1
142,102,drugs_alcohol,438,neo_prostate,543837,9023,0,continuous,gday,0.336472236621213,0.176823260346925,0,0,30,56,0,0,1
143,102,drugs_alcohol,438,neo_prostate,543837,9023,0,continuous,gday,0.741937344729377,0.202788233385175,0,0,58,87,0,0,1
144,102,drugs_alcohol,438,neo_prostate,543837,9023,0,continuous,gday,0.182321556793955,0.146776567577439,0,0,2,14,0,0,1
145,102,drugs_alcohol,438,neo_prostate,543837,9023,0,continuous,gday,0.182321556793955,0.146776567577439,0,0,16,28,0,0,1
146,102,drugs_alcohol,438,neo_prostate,543837,9023,0,continuous,gday,0.262364264467491,0.176823260346925,0,0,30,56,0,0,1
147,102,drugs_alcohol,438,neo_prostate,543837,9023,0,continuous,gday,0.641853886172395,0.167545800099253,0,0,58,87,0,0,1
148,102,drugs_alcohol,438,neo_prostate,543837,9023,0,continuous,gday,0.336472236621213,0.163738236268468,0,0,2,6,0,0,1
149,102,drugs_alcohol,438,neo_prostate,543837,9023,0,continuous,gday,0.182321556793955,0.176823260346925,0,0,6,28,0,0,1
150,102,drugs_alcohol,438,neo_prostate,543837,9023,0,continuous,gday,0.336472236621213,0.228014764291351,0,0,28,42,0,0,1
151,102,drugs_alcohol,438,neo_prostate,347385,9023,0,continuous,gday,0.262364264467491,0.258061457060837,0,0,1,14,0,1,1
152,102,drugs_alcohol,438,neo_prostate,347385,9023,0,continuous,gday,0.182321556793955,0.28025823690513,0,0,14,28,0,1,1
153,102,drugs_alcohol,438,neo_prostate,347385,9023,0,continuous,gday,0.0953101798043249,0.307135919470902,0,0,42,70,0,1,1
154,102,drugs_alcohol,438,neo_prostate,347385,9023,0,continuous,gday,0,0.496405650269213,0,0,84,126,0,1,1
