seq,rei_id,risk_id,cause_id,acause,study_id,bundle_id,bundle_version_id,risk_type,risk_unit,ln_rr,ln_rr_se,ref_risk_lower,ref_risk_upper,alt_risk_lower,alt_risk_upper,cov_incidence,cov_age,cov_sex
17,102,drugs_alcohol,414,neo_stomach,298510,9023,0,continuous,gday,0.104360015,0.251147699,0,0,5,14.9,0,0,0
18,102,drugs_alcohol,414,neo_stomach,324085,9023,0,continuous,gday,0.500775288,0.226918493,0,4.9,60,90,0,0,0
19,102,drugs_alcohol,414,neo_stomach,298510,9023,0,continuous,gday,-0.105360516,0.303021281,0,0,30,45,0,0,0
20,102,drugs_alcohol,414,neo_stomach,324085,9023,0,continuous,gday,0.019802627,0.183909884,0,4.9,30,59.9,0,0,0
21,102,drugs_alcohol,414,neo_stomach,296141,9023,0,continuous,gday,1.172482137,0.713203005,0,0,63.909,95.8635,0,0,1
22,102,drugs_alcohol,414,neo_stomach,296141,9023,0,continuous,gday,0.104360015,0.170281824,0,0,63.909,95.8635,0,0,1
23,102,drugs_alcohol,414,neo_stomach,298510,9023,0,continuous,gday,0.067658648,0.148167856,0,0,5,14.9,0,0,0
24,102,drugs_alcohol,414,neo_stomach,324085,9023,0,continuous,gday,-0.083381609,0.143286745,0,4.9,5,14.9,0,0,0
25,102,drugs_alcohol,414,neo_stomach,298510,9023,0,continuous,gday,-0.083381609,0.147468839,0,0,1,4.9,0,0,0
26,102,drugs_alcohol,414,neo_stomach,296144,9023,0,continuous,gday,0,0.233747636,0,0,1,22.7,0,0,1
27,102,drugs_alcohol,414,neo_stomach,296141,9023,0,continuous,gday,-0.072570693,0.11467477,0,0,0.789,41.817,0,0,1
28,102,drugs_alcohol,414,neo_stomach,324085,9023,0,continuous,gday,0.113328685,0.159111907,0,4.9,15,29.9,0,0,0
29,102,drugs_alcohol,414,neo_stomach,296134,9023,0,continuous,gday,0.641853886,0.262914527,0,0,0.142857143,19.71428571,1,0,0
30,102,drugs_alcohol,414,neo_stomach,542884,9023,0,continuous,gday,0.019802627,0.03506913,1.142857143,2.285714286,3.428571429,6.857142857,0,0,0
31,102,drugs_alcohol,414,neo_stomach,542884,9023,0,continuous,gday,0.076961041,0.033115207,1.142857143,2.285714286,8,16,0,0,0
32,102,drugs_alcohol,414,neo_stomach,542884,9023,0,continuous,gday,0.157003749,0.05887919,1.142857143,2.285714286,17.14285714,25.71428571,0,0,0
33,102,drugs_alcohol,414,neo_stomach,528708,9023,0,continuous,gday,0.139761942,0.212768529,1.428571429,5,0,1.428571429,0,0,0
34,102,drugs_alcohol,414,neo_stomach,528708,9023,0,continuous,gday,0.148420005,0.23097476,1.428571429,5,5,10,0,0,0
35,102,drugs_alcohol,414,neo_stomach,528708,9023,0,continuous,gday,0.165514438,0.234427002,1.428571429,5,10,20,0,0,0
36,102,drugs_alcohol,414,neo_stomach,528708,9023,0,continuous,gday,0.009950331,0.271460743,1.428571429,5,20,40,0,0,0
37,102,drugs_alcohol,414,neo_stomach,528708,9023,0,continuous,gday,-0.127833372,0.362393733,1.428571429,5,40,60,0,0,0
38,102,drugs_alcohol,414,neo_stomach,439714,9023,0,continuous,gday,0.048790164,0.004859233,0,0,10,30,0,0,0
39,102,drugs_alcohol,414,neo_stomach,439714,9023,0,continuous,gday,0.21511138,0.010329429,0,0,30,45,0,0,0
40,102,drugs_alcohol,414,neo_stomach,529049,9023,0,continuous,gday,-0.020202707,0.077903482,0,0,1,49,0,0,0
41,102,drugs_alcohol,414,neo_stomach,529049,9023,0,continuous,gday,0.165514438,0.073388284,0,0,50,75,0,0,0
42,102,drugs_alcohol,414,neo_stomach,543761,9023,0,continuous,gday,-0.261364764,0.188581196,0,3,3,20,0,0,0
43,102,drugs_alcohol,414,neo_stomach,543761,9023,0,continuous,gday,0.285178942,0.199845423,0,3,20,30,0,0,0
44,102,drugs_alcohol,414,neo_stomach,543774,9023,0,continuous,gday,-0.314710745,0.238146056,0,0,0.142857143,0.214285714,0,0,0
45,102,drugs_alcohol,414,neo_stomach,543774,9023,0,continuous,gday,0.086177696,0.239680509,0,0,21.42857143,32.14285714,0,0,0
46,102,drugs_alcohol,414,neo_stomach,543778,9023,0,continuous,gday,0.039220713,0.152509439,0,0,1,46,0,0,0
47,102,drugs_alcohol,414,neo_stomach,543778,9023,0,continuous,gday,0.139761942,0.17211355,0,0,1,46,0,0,0
48,102,drugs_alcohol,414,neo_stomach,543778,9023,0,continuous,gday,0.542324291,0.195728355,0,0,46,69,0,0,0
49,102,drugs_alcohol,414,neo_stomach,543780,9023,0,continuous,gday,-0.051293294,0.356346038,0.014285714,1.414285714,0,0.142857143,0,0,1
50,102,drugs_alcohol,414,neo_stomach,543780,9023,0,continuous,gday,0.039220713,0.232196859,0.014285714,1.414285714,1.428571429,3.557142857,0,0,1
51,102,drugs_alcohol,414,neo_stomach,543780,9023,0,continuous,gday,0.364643114,0.235424106,0.014285714,1.414285714,3.571428571,14.27142857,0,0,1
52,102,drugs_alcohol,414,neo_stomach,543780,9023,0,continuous,gday,0.641853886,0.263944787,0.014285714,1.414285714,14.28571429,21.42857143,0,0,1
53,102,drugs_alcohol,414,neo_stomach,359226,9023,0,continuous,gday,-0.127833372,0.140024891,0,0,1,20,0,0,0
54,102,drugs_alcohol,414,neo_stomach,359226,9023,0,continuous,gday,0.148420005,0.155165239,0,0,20,40,0,0,0
55,102,drugs_alcohol,414,neo_stomach,359226,9023,0,continuous,gday,0.139761942,0.153258638,0,0,40,60,0,0,0
56,102,drugs_alcohol,414,neo_stomach,543784,9023,0,continuous,gday,-0.342490309,0.703725123,0.142857143,1.714285714,15.71428571,23.57142857,0,1,1
57,102,drugs_alcohol,414,neo_stomach,543784,9023,0,continuous,gday,0.722705983,0.721555192,0.142857143,1.714285714,15.71428571,23.57142857,0,1,1
58,102,drugs_alcohol,414,neo_stomach,543784,9023,0,continuous,gday,-0.274436846,0.459809887,0.142857143,1.714285714,15.71428571,23.57142857,0,1,1
59,102,drugs_alcohol,414,neo_stomach,543784,9023,0,continuous,gday,-0.094310679,0.409323451,0.142857143,1.714285714,1.714285714,15.71428571,0,1,1
60,102,drugs_alcohol,414,neo_stomach,543786,9023,0,continuous,gday,0,0.051191504,0,0,1,14.9,0,0,1
61,102,drugs_alcohol,414,neo_stomach,543786,9023,0,continuous,gday,0.09531018,0.066929659,0,0,15,24.9,0,0,1
62,102,drugs_alcohol,414,neo_stomach,543786,9023,0,continuous,gday,0.182321557,0.061520933,0,0,25,37.5,0,0,1
63,102,drugs_alcohol,414,neo_stomach,298519,9023,0,continuous,gday,0.173953307,0.182897405,0,13,0,0,0,0,0
64,102,drugs_alcohol,414,neo_stomach,298519,9023,0,continuous,gday,-0.010050336,0.216707462,0,13,13,39,0,0,0
65,102,drugs_alcohol,414,neo_stomach,298519,9023,0,continuous,gday,0.451075619,0.240934084,0,13,39,58.5,0,0,0
66,102,drugs_alcohol,414,neo_stomach,298519,9023,0,continuous,gday,0.262364264,0.171277345,0,13,0,0,0,0,0
67,102,drugs_alcohol,414,neo_stomach,298519,9023,0,continuous,gday,0.157003749,0.212332732,0,13,13,39,0,0,0
68,102,drugs_alcohol,414,neo_stomach,298519,9023,0,continuous,gday,-0.478035801,0.368109619,0,13,39,58.5,0,0,0
69,102,drugs_alcohol,414,neo_stomach,543790,9023,0,continuous,gday,0.076961041,0.383136829,0,0,1,2.842857143,0,0,1
70,102,drugs_alcohol,414,neo_stomach,543790,9023,0,continuous,gday,0.678033543,0.424425995,0,0,2.857142857,5.7,0,0,1
71,102,drugs_alcohol,414,neo_stomach,543790,9023,0,continuous,gday,0.131028262,0.48712819,0,0,5.714285714,8.571428571,0,0,1
72,102,drugs_alcohol,414,neo_stomach,164542,9023,0,continuous,gday,-0.083381609,0.102298663,0,15.8,23.7,118.5,0,0,0
73,102,drugs_alcohol,414,neo_stomach,543801,9023,0,continuous,gday,-0.223143551,0.17682326,0,3,0.142857143,23,0,0,1
74,102,drugs_alcohol,414,neo_stomach,543801,9023,0,continuous,gday,0.09531018,0.160359352,0,3,23,46,0,0,1
75,102,drugs_alcohol,414,neo_stomach,543801,9023,0,continuous,gday,0.09531018,0.17682326,0,3,46,69,0,0,1
76,102,drugs_alcohol,414,neo_stomach,543829,9023,0,continuous,gday,1.064710737,0.208357433,0,0,0.142857143,21.42857143,0,0,0
77,102,drugs_alcohol,414,neo_stomach,543829,9023,0,continuous,gday,1.252762968,0.280258237,0,0,21.57142857,32.35714286,0,0,0
78,102,drugs_alcohol,414,neo_stomach,340528,9023,0,continuous,gday,0.693147181,0.309444551,0,0,1,1.994520548,0,0,1
79,102,drugs_alcohol,414,neo_stomach,340528,9023,0,continuous,gday,0.832909123,0.299163332,0,0,1.994520548,7.978082192,0,0,1
80,102,drugs_alcohol,414,neo_stomach,340528,9023,0,continuous,gday,0.530628251,0.31550067,0,0,7.978082192,11.96712329,0,0,1
81,102,drugs_alcohol,414,neo_stomach,340528,9023,0,continuous,gday,0.405465108,0.223333862,0,0,0.1,0.460273973,0,0,1
82,102,drugs_alcohol,414,neo_stomach,340528,9023,0,continuous,gday,0.262364264,0.258061457,0,0,0.1,0.460273973,0,0,1
83,102,drugs_alcohol,414,neo_stomach,543856,9023,0,continuous,gday,0.009950331,0.338487485,0,0,1,1.5,0,0,0
84,102,drugs_alcohol,414,neo_stomach,543856,9023,0,continuous,gday,0.2390169,0.260491019,0,0,1.5,4.9,0,0,0
85,102,drugs_alcohol,414,neo_stomach,543856,9023,0,continuous,gday,0.657520003,0.334446907,0,0,5,5,0,0,0
86,102,drugs_alcohol,414,neo_stomach,347961,9023,0,continuous,gday,0.157003749,0.189119715,0,0,0.026333333,0.921666667,0,0,0
87,102,drugs_alcohol,414,neo_stomach,347961,9023,0,continuous,gday,0.104360015,0.199586305,0,0,0.948,4.213333333,0,0,0
88,102,drugs_alcohol,414,neo_stomach,347961,9023,0,continuous,gday,-0.083381609,0.219765943,0,0,4.213333333,6.32,0,0,0
89,102,drugs_alcohol,414,neo_stomach,340554,9023,0,continuous,gday,0.336472237,0.353646521,0,0,0.79,39.5,0,0,0
90,102,drugs_alcohol,414,neo_stomach,340554,9023,0,continuous,gday,0.262364264,0.353646521,0,0,39.5,59.25,0,0,0
91,102,drugs_alcohol,414,neo_stomach,309634,9023,0,continuous,gday,-0.198450939,0.220915815,0,0,0.002164384,17.53150685,0,0,1
92,102,drugs_alcohol,414,neo_stomach,309634,9023,0,continuous,gday,-0.105360516,0.214909052,0,0,17.53150685,35.0630137,0,0,1
93,102,drugs_alcohol,414,neo_stomach,309634,9023,0,continuous,gday,-0.287682072,0.260625318,0,0,35.0630137,70.1260274,0,0,1
94,102,drugs_alcohol,414,neo_stomach,309634,9023,0,continuous,gday,0.173953307,0.295050905,0,0,70.1260274,105.1890411,0,0,1
95,102,drugs_alcohol,414,neo_stomach,543866,9023,0,continuous,gday,-0.094310679,0.293259881,0,0,1,40,0,0,0
96,102,drugs_alcohol,414,neo_stomach,543866,9023,0,continuous,gday,0.500775288,0.309674269,0,0,40,60,0,0,0
97,102,drugs_alcohol,414,neo_stomach,543866,9023,0,continuous,gday,-0.46203546,0.377960342,0,0,1,20,0,0,0
98,102,drugs_alcohol,414,neo_stomach,543866,9023,0,continuous,gday,1.726331664,0.737876001,0,0,20,30,0,0,0
99,102,drugs_alcohol,414,neo_stomach,543868,9023,0,continuous,gday,0.343589704,0.125631756,0,0,0,23,0,0,0
100,102,drugs_alcohol,414,neo_stomach,543868,9023,0,continuous,gday,0.385262401,0.116883135,0,0,23,46,0,0,0
101,102,drugs_alcohol,414,neo_stomach,543868,9023,0,continuous,gday,0.631271777,0.121188367,0,0,46,69,0,0,0
102,102,drugs_alcohol,414,neo_stomach,543868,9023,0,continuous,gday,0.615185639,0.160233344,0,0,69,103.5,0,0,0
103,102,drugs_alcohol,414,neo_stomach,543868,9023,0,continuous,gday,-0.083381609,0.15908702,0,0,0,23,0,0,0
104,102,drugs_alcohol,414,neo_stomach,543868,9023,0,continuous,gday,0.029558802,0.383114094,0,0,23,46,0,0,0
105,102,drugs_alcohol,414,neo_stomach,543868,9023,0,continuous,gday,0.292669614,0.7153771,0,0,46,69,0,0,0
106,102,drugs_alcohol,414,neo_stomach,543876,9023,0,continuous,gday,0.009950331,0.09218617,0.1,4.9,0,0,0,0,0
107,102,drugs_alcohol,414,neo_stomach,543876,9023,0,continuous,gday,-0.083381609,0.088658791,0.1,4.9,5,14.9,0,0,0
108,102,drugs_alcohol,414,neo_stomach,543876,9023,0,continuous,gday,0.009950331,0.098260316,0.1,4.9,15,29.9,0,0,0
109,102,drugs_alcohol,414,neo_stomach,543876,9023,0,continuous,gday,0.048790164,0.10641866,0.1,4.9,30,59.9,0,0,0
110,102,drugs_alcohol,414,neo_stomach,543876,9023,0,continuous,gday,0.058268908,0.151376729,0.1,4.9,60,90,0,0,0
111,102,drugs_alcohol,414,neo_stomach,543880,9023,0,continuous,gday,-0.030459207,0.049870413,0,0,1,23,0,0,1
112,102,drugs_alcohol,414,neo_stomach,543880,9023,0,continuous,gday,0.058268908,0.045632452,0,0,23,46,0,0,1
113,102,drugs_alcohol,414,neo_stomach,543880,9023,0,continuous,gday,0.148420005,0.046109182,0,0,46,69,0,0,1
114,102,drugs_alcohol,414,neo_stomach,543880,9023,0,continuous,gday,0.165514438,0.062744446,0,0,69,92,0,0,1
115,102,drugs_alcohol,414,neo_stomach,543880,9023,0,continuous,gday,0.157003749,0.077770512,0,0,92,138,0,0,1
116,102,drugs_alcohol,414,neo_stomach,543880,9023,0,continuous,gday,-0.020202707,0.10664385,0,0,1,23,0,0,1
117,102,drugs_alcohol,414,neo_stomach,543880,9023,0,continuous,gday,0.3074847,0.133211577,0,0,23,34.5,0,0,1
118,102,drugs_alcohol,414,neo_stomach,543882,9023,0,continuous,gday,0.223143551,0.135051533,0,0,0.142857143,1.428571429,0,1,0
119,102,drugs_alcohol,414,neo_stomach,543882,9023,0,continuous,gday,0.31481074,0.146621726,0,0,1.428571429,4.285714286,0,1,0
120,102,drugs_alcohol,414,neo_stomach,543882,9023,0,continuous,gday,0.385262401,0.155911632,0,0,4.285714286,6.428571429,0,1,0
121,102,drugs_alcohol,414,neo_stomach,543882,9023,0,continuous,gday,0,0.187680305,0,0,0.142857143,1.428571429,0,1,0
122,102,drugs_alcohol,414,neo_stomach,543882,9023,0,continuous,gday,0.086177696,0.180114945,0,0,1.428571429,4.285714286,0,1,0
123,102,drugs_alcohol,414,neo_stomach,543882,9023,0,continuous,gday,-0.083381609,0.202256771,0,0,4.285714286,6.428571429,0,1,0
124,102,drugs_alcohol,414,neo_stomach,543369,9023,0,continuous,gday,-0.210721031,0.136812426,0,0,1,10,0,0,0
125,102,drugs_alcohol,414,neo_stomach,543369,9023,0,continuous,gday,-0.248461359,0.1421407,0,0,10,20,0,0,0
126,102,drugs_alcohol,414,neo_stomach,543369,9023,0,continuous,gday,-0.105360516,0.198845731,0,0,20,30,0,0,0
127,102,drugs_alcohol,414,neo_stomach,543369,9023,0,continuous,gday,-0.562118918,0.230897304,0,0,30,45,0,0,0
128,102,drugs_alcohol,414,neo_stomach,309835,9023,0,continuous,gday,-0.510825624,0.233747636,0,2,0,10,0,0,0
129,102,drugs_alcohol,414,neo_stomach,309835,9023,0,continuous,gday,-0.223143551,0.24375292,0,2,10,22,0,0,0
130,102,drugs_alcohol,414,neo_stomach,309835,9023,0,continuous,gday,-0.356674944,0.258061457,0,2,24,60,0,0,0
131,102,drugs_alcohol,414,neo_stomach,309835,9023,0,continuous,gday,-0.356674944,0.280258237,0,2,24,60,0,0,0
132,102,drugs_alcohol,414,neo_stomach,309835,9023,0,continuous,gday,-0.510825624,0.233747636,0,2,0,10,0,0,0
133,102,drugs_alcohol,414,neo_stomach,309835,9023,0,continuous,gday,-0.223143551,0.24375292,0,2,10,22,0,0,0
134,102,drugs_alcohol,414,neo_stomach,309835,9023,0,continuous,gday,-0.356674944,0.258061457,0,2,24,60,0,0,0
135,102,drugs_alcohol,414,neo_stomach,309835,9023,0,continuous,gday,-0.356674944,0.280258237,0,2,24,60,0,0,0
